
                                     CHDR

                                    STATES
AGE   ANG     REVSC      MI      ARR    REVSC+MI REVSC+ARR MI+ARR REVSC+MI+ARR
35   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
35   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
36   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
36   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
37   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
37   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
38   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
38   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
39   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
39   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
40   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
40   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
41   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
41   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
42   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
42   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
43   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
43   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
44   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
44   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
45   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
45   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
46   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
46   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
47   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
47   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
48   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
