
                                     CHDR

                                    STATES
AGE   ANG     REVSC      MI      ARR    REVSC+MI REVSC+ARR MI+ARR REVSC+MI+ARR
48   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
49   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
49   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
50   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
50   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
51   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
51   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
52   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
52   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
53   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
53   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
54   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
54   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
55   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
55   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
56   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
56   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
57   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
57   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
58   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
58   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
59   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
59   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
60   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
60   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
61   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
61   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
62   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
62   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
63   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
63   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
64   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
64   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
65   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
65   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
66   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
66   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
67   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
67   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
68   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
68   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
69   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
69   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
70   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
70   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
71   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
71   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
72   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
72   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
73   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
73   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
74   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
74   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
75   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
75   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
76   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
76   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
77   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
77   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
78   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
78   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
79   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
79   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
80   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
80   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
81   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
81   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
82   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
82   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
83   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
83   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
84   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
84   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
35   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
35   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000   0.0000
`
