 1   1   1   1   1   1   1.
 1   1   1   1   1   2   1.
 1   1   1   1   1   3   1.
 1   1   1   1   1   4   1.
 1   1   1   1   1   5   1.
 1   1   1   1   1   6   1.
 1   1   1   1   1   7   1.
 1   1   1   1   1   8   1.
 1   1   1   1   1   9   1.
 1   1   1   1   1  10   1.
 1   1   1   1   1  11   1.
 1   1   1   1   1  12   1.
 1   1   1   1   1  13   1.
 1   1   1   1   1  14   1.
 1   1   1   1   1  15   1.
 1   1   1   1   1  16   1.
 1   1   1   1   1  17   1.
 1   1   1   1   1  18   1.
 1   1   1   1   1  19   1.
 1   1   1   1   1  20   1.
 1   1   1   1   1  21   1.
 1   1   1   1   1  22   1.
 1   1   1   1   1  23   1.
 1   1   1   1   1  24   1.
 1   1   1   1   1  25   1.
 1   1   1   1   1  26   1.
 1   1   1   1   1  27   1.
 1   1   1   1   1  28   1.
 1   1   1   1   1  29   1.
 1   1   1   1   1  30   1.
 1   1   1   1   1  31   1.
 1   1   1   1   1  32   1.
 1   1   1   1   1  33   1.
 1   1   1   1   1  34   1.
 1   1   1   1   1  35   1.
 1   1   1   1   1  36   1.
 1   1   1   1   1  37   1.
 1   1   1   1   1  38   1.
 1   1   1   1   1  39   1.
 1   1   1   1   1  40   1.
 1   1   1   1   1  41   1.
 1   1   1   1   1  42   1.
 1   1   1   1   1  43   1.
 1   1   1   1   1  44   1.
 1   1   1   1   1  45   1.
 1   1   1   1   1  46   1.
 1   1   1   1   1  47   1.
 1   1   1   1   1  48   1.
 1   1   1   1   1  49   1.
 1   1   1   1   1  50   1.
 1   1   1   1   1  51   1.
 1   1   1   1   1  52   1.
 1   1   1   1   1  53   1.
 1   1   1   1   1  54   1.
 1   1   1   1   1  55   1.
 1   1   1   1   1  56   1.
 1   1   1   1   1  57   1.
 1   1   1   1   1  58   1.
 1   1   1   1   1  59   1.
 1   1   1   1   1  60   1.
 1   1   1   1   1  61   1.
 1   1   1   1   1  62   1.
 1   1   1   1   1  63   1.
 1   1   1   1   1  64   1.
 1   1   1   1   1  65   1.
 1   1   1   1   1  66   1.
 1   1   1   1   1  67   1.
 1   1   1   1   1  68   1.
 1   1   1   1   1  69   1.
 1   1   1   1   1  70   1.
 1   1   1   1   1  71   1.
 1   1   1   1   1  72   1.
 1   1   1   1   1  73   1.
 1   1   1   1   1  74   1.
 1   1   1   1   1  75   1.
 1   1   1   1   1  76   1.
 1   1   1   1   1  77   1.
 1   1   1   1   1  78   1.
 1   1   1   1   1  79   1.
 1   1   1   1   1  80   1.
 1   1   1   1   1  81   1.
 1   1   1   1   2   1   1.
 1   1   1   1   2   2   1.
 1   1   1   1   2   3   1.
 1   1   1   1   2   4   1.
 1   1   1   1   2   5   1.
 1   1   1   1   2   6   1.
 1   1   1   1   2   7   1.
 1   1   1   1   2   8   1.
 1   1   1   1   2   9   1.
 1   1   1   1   2  10   1.
 1   1   1   1   2  11   1.
 1   1   1   1   2  12   1.
 1   1   1   1   2  13   1.
 1   1   1   1   2  14   1.
 1   1   1   1   2  15   1.
 1   1   1   1   2  16   1.
 1   1   1   1   2  17   1.
 1   1   1   1   2  18   1.
 1   1   1   1   2  19   1.
 1   1   1   1   2  20   1.
 1   1   1   1   2  21   1.
 1   1   1   1   2  22   1.
 1   1   1   1   2  23   1.
 1   1   1   1   2  24   1.
 1   1   1   1   2  25   1.
 1   1   1   1   2  26   1.
 1   1   1   1   2  27   1.
 1   1   1   1   2  28   1.
 1   1   1   1   2  29   1.
 1   1   1   1   2  30   1.
 1   1   1   1   2  31   1.
 1   1   1   1   2  32   1.
 1   1   1   1   2  33   1.
 1   1   1   1   2  34   1.
 1   1   1   1   2  35   1.
 1   1   1   1   2  36   1.
 1   1   1   1   2  37   1.
 1   1   1   1   2  38   1.
 1   1   1   1   2  39   1.
 1   1   1   1   2  40   1.
 1   1   1   1   2  41   1.
 1   1   1   1   2  42   1.
 1   1   1   1   2  43   1.
 1   1   1   1   2  44   1.
 1   1   1   1   2  45   1.
 1   1   1   1   2  46   1.
 1   1   1   1   2  47   1.
 1   1   1   1   2  48   1.
 1   1   1   1   2  49   1.
 1   1   1   1   2  50   1.
 1   1   1   1   2  51   1.
 1   1   1   1   2  52   1.
 1   1   1   1   2  53   1.
 1   1   1   1   2  54   1.
 1   1   1   1   2  55   1.
 1   1   1   1   2  56   1.
 1   1   1   1   2  57   1.
 1   1   1   1   2  58   1.
 1   1   1   1   2  59   1.
 1   1   1   1   2  60   1.
 1   1   1   1   2  61   1.
 1   1   1   1   2  62   1.
 1   1   1   1   2  63   1.
 1   1   1   1   2  64   1.
 1   1   1   1   2  65   1.
 1   1   1   1   2  66   1.
 1   1   1   1   2  67   1.
 1   1   1   1   2  68   1.
 1   1   1   1   2  69   1.
 1   1   1   1   2  70   1.
 1   1   1   1   2  71   1.
 1   1   1   1   2  72   1.
 1   1   1   1   2  73   1.
 1   1   1   1   2  74   1.
 1   1   1   1   2  75   1.
 1   1   1   1   2  76   1.
 1   1   1   1   2  77   1.
 1   1   1   1   2  78   1.
 1   1   1   1   2  79   1.
 1   1   1   1   2  80   1.
 1   1   1   1   2  81   1.
 1   1   1   1   3   1   2.
 1   1   1   1   3   2   2.
 1   1   1   1   3   3   2.
 1   1   1   1   3   4   2.
 1   1   1   1   3   5   2.
 1   1   1   1   3   6   2.
 1   1   1   1   3   7   2.
 1   1   1   1   3   8   2.
 1   1   1   1   3   9   2.
 1   1   1   1   3  10   2.
 1   1   1   1   3  11   2.
 1   1   1   1   3  12   2.
 1   1   1   1   3  13   2.
 1   1   1   1   3  14   2.
 1   1   1   1   3  15   2.
 1   1   1   1   3  16   2.
 1   1   1   1   3  17   2.
 1   1   1   1   3  18   2.
 1   1   1   1   3  19   2.
 1   1   1   1   3  20   2.
 1   1   1   1   3  21   2.
 1   1   1   1   3  22   2.
 1   1   1   1   3  23   2.
 1   1   1   1   3  24   2.
 1   1   1   1   3  25   2.
 1   1   1   1   3  26   2.
 1   1   1   1   3  27   2.
 1   1   1   1   3  28   2.
 1   1   1   1   3  29   2.
 1   1   1   1   3  30   2.
 1   1   1   1   3  31   2.
 1   1   1   1   3  32   2.
 1   1   1   1   3  33   2.
 1   1   1   1   3  34   2.
 1   1   1   1   3  35   2.
 1   1   1   1   3  36   2.
 1   1   1   1   3  37   2.
 1   1   1   1   3  38   2.
 1   1   1   1   3  39   2.
 1   1   1   1   3  40   2.
 1   1   1   1   3  41   2.
 1   1   1   1   3  42   2.
 1   1   1   1   3  43   2.
 1   1   1   1   3  44   2.
 1   1   1   1   3  45   2.
 1   1   1   1   3  46   2.
 1   1   1   1   3  47   2.
 1   1   1   1   3  48   2.
 1   1   1   1   3  49   2.
 1   1   1   1   3  50   2.
 1   1   1   1   3  51   2.
 1   1   1   1   3  52   2.
 1   1   1   1   3  53   2.
 1   1   1   1   3  54   2.
 1   1   1   1   3  55   2.
 1   1   1   1   3  56   2.
 1   1   1   1   3  57   2.
 1   1   1   1   3  58   2.
 1   1   1   1   3  59   2.
 1   1   1   1   3  60   2.
 1   1   1   1   3  61   2.
 1   1   1   1   3  62   2.
 1   1   1   1   3  63   2.
 1   1   1   1   3  64   2.
 1   1   1   1   3  65   2.
 1   1   1   1   3  66   2.
 1   1   1   1   3  67   2.
 1   1   1   1   3  68   2.
 1   1   1   1   3  69   2.
 1   1   1   1   3  70   2.
 1   1   1   1   3  71   2.
 1   1   1   1   3  72   2.
 1   1   1   1   3  73   2.
 1   1   1   1   3  74   2.
 1   1   1   1   3  75   2.
 1   1   1   1   3  76   2.
 1   1   1   1   3  77   2.
 1   1   1   1   3  78   2.
 1   1   1   1   3  79   2.
 1   1   1   1   3  80   2.
 1   1   1   1   3  81   2.
 1   1   1   2   1   1   1.
 1   1   1   2   1   2   1.
 1   1   1   2   1   3   1.
 1   1   1   2   1   4   1.
 1   1   1   2   1   5   1.
 1   1   1   2   1   6   1.
 1   1   1   2   1   7   1.
 1   1   1   2   1   8   1.
 1   1   1   2   1   9   1.
 1   1   1   2   1  10   1.
 1   1   1   2   1  11   1.
 1   1   1   2   1  12   1.
 1   1   1   2   1  13   1.
 1   1   1   2   1  14   1.
 1   1   1   2   1  15   1.
 1   1   1   2   1  16   1.
 1   1   1   2   1  17   1.
 1   1   1   2   1  18   1.
 1   1   1   2   1  19   1.
 1   1   1   2   1  20   1.
 1   1   1   2   1  21   1.
 1   1   1   2   1  22   1.
 1   1   1   2   1  23   1.
 1   1   1   2   1  24   1.
 1   1   1   2   1  25   1.
 1   1   1   2   1  26   1.
 1   1   1   2   1  27   1.
 1   1   1   2   1  28   1.
 1   1   1   2   1  29   1.
 1   1   1   2   1  30   1.
 1   1   1   2   1  31   1.
 1   1   1   2   1  32   1.
 1   1   1   2   1  33   1.
 1   1   1   2   1  34   1.
 1   1   1   2   1  35   1.
 1   1   1   2   1  36   1.
 1   1   1   2   1  37   1.
 1   1   1   2   1  38   1.
 1   1   1   2   1  39   1.
 1   1   1   2   1  40   1.
 1   1   1   2   1  41   1.
 1   1   1   2   1  42   1.
 1   1   1   2   1  43   1.
 1   1   1   2   1  44   1.
 1   1   1   2   1  45   1.
 1   1   1   2   1  46   1.
 1   1   1   2   1  47   1.
 1   1   1   2   1  48   1.
 1   1   1   2   1  49   1.
 1   1   1   2   1  50   1.
 1   1   1   2   1  51   1.
 1   1   1   2   1  52   1.
 1   1   1   2   1  53   1.
 1   1   1   2   1  54   1.
 1   1   1   2   1  55   1.
 1   1   1   2   1  56   1.
 1   1   1   2   1  57   1.
 1   1   1   2   1  58   1.
 1   1   1   2   1  59   1.
 1   1   1   2   1  60   1.
 1   1   1   2   1  61   1.
 1   1   1   2   1  62   1.
 1   1   1   2   1  63   1.
 1   1   1   2   1  64   1.
 1   1   1   2   1  65   1.
 1   1   1   2   1  66   1.
 1   1   1   2   1  67   1.
 1   1   1   2   1  68   1.
 1   1   1   2   1  69   1.
 1   1   1   2   1  70   1.
 1   1   1   2   1  71   1.
 1   1   1   2   1  72   1.
 1   1   1   2   1  73   1.
 1   1   1   2   1  74   1.
 1   1   1   2   1  75   1.
 1   1   1   2   1  76   1.
 1   1   1   2   1  77   1.
 1   1   1   2   1  78   1.
 1   1   1   2   1  79   1.
 1   1   1   2   1  80   1.
 1   1   1   2   1  81   1.
 1   1   1   2   2   1   1.
 1   1   1   2   2   2   1.
 1   1   1   2   2   3   1.
 1   1   1   2   2   4   1.
 1   1   1   2   2   5   1.
 1   1   1   2   2   6   1.
 1   1   1   2   2   7   1.
 1   1   1   2   2   8   1.
 1   1   1   2   2   9   1.
 1   1   1   2   2  10   1.
 1   1   1   2   2  11   1.
 1   1   1   2   2  12   1.
 1   1   1   2   2  13   1.
 1   1   1   2   2  14   1.
 1   1   1   2   2  15   1.
 1   1   1   2   2  16   1.
 1   1   1   2   2  17   1.
 1   1   1   2   2  18   1.
 1   1   1   2   2  19   1.
 1   1   1   2   2  20   1.
 1   1   1   2   2  21   1.
 1   1   1   2   2  22   1.
 1   1   1   2   2  23   1.
 1   1   1   2   2  24   1.
 1   1   1   2   2  25   1.
 1   1   1   2   2  26   1.
 1   1   1   2   2  27   1.
 1   1   1   2   2  28   1.
 1   1   1   2   2  29   1.
 1   1   1   2   2  30   1.
 1   1   1   2   2  31   1.
 1   1   1   2   2  32   1.
 1   1   1   2   2  33   1.
 1   1   1   2   2  34   1.
 1   1   1   2   2  35   1.
 1   1   1   2   2  36   1.
 1   1   1   2   2  37   1.
 1   1   1   2   2  38   1.
 1   1   1   2   2  39   1.
 1   1   1   2   2  40   1.
 1   1   1   2   2  41   1.
 1   1   1   2   2  42   1.
 1   1   1   2   2  43   1.
 1   1   1   2   2  44   1.
 1   1   1   2   2  45   1.
 1   1   1   2   2  46   1.
 1   1   1   2   2  47   1.
 1   1   1   2   2  48   1.
 1   1   1   2   2  49   1.
 1   1   1   2   2  50   1.
 1   1   1   2   2  51   1.
 1   1   1   2   2  52   1.
 1   1   1   2   2  53   1.
 1   1   1   2   2  54   1.
 1   1   1   2   2  55   1.
 1   1   1   2   2  56   1.
 1   1   1   2   2  57   1.
 1   1   1   2   2  58   1.
 1   1   1   2   2  59   1.
 1   1   1   2   2  60   1.
 1   1   1   2   2  61   1.
 1   1   1   2   2  62   1.
 1   1   1   2   2  63   1.
 1   1   1   2   2  64   1.
 1   1   1   2   2  65   1.
 1   1   1   2   2  66   1.
 1   1   1   2   2  67   1.
 1   1   1   2   2  68   1.
 1   1   1   2   2  69   1.
 1   1   1   2   2  70   1.
 1   1   1   2   2  71   1.
 1   1   1   2   2  72   1.
 1   1   1   2   2  73   1.
 1   1   1   2   2  74   1.
 1   1   1   2   2  75   1.
 1   1   1   2   2  76   1.
 1   1   1   2   2  77   1.
 1   1   1   2   2  78   1.
 1   1   1   2   2  79   1.
 1   1   1   2   2  80   1.
 1   1   1   2   2  81   1.
