1     1     1     1     1     1             2.1
1     1     1     1     1     2            24.2
1     1     1     1     1     3             0.0
1     1     1     1     1     4            27.3
1     1     1     1     1     5           884.8
1     1     1     1     1     6             0.0
1     1     1     1     1     7             0.0
1     1     1     1     1     8             0.0
1     1     1     1     1     9             0.0
1     1     1     1     1     *            35.3
1     1     1     1     1     *           178.7
1     1     1     1     1     *             0.0
1     1     1     1     1     *           162.9
1     1     1     1     1     *          2539.6
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *           145.9
1     1     1     1     1     *           594.8
1     1     1     1     1     *             0.0
1     1     1     1     1     *           224.2
1     1     1     1     1     *          2710.1
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             3.8
1     1     1     1     1     *            30.4
1     1     1     1     1     *             0.0
1     1     1     1     1     *            42.4
1     1     1     1     1     *          1130.2
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *            42.1
1     1     1     1     1     *           137.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *           177.0
1     1     1     1     1     *          2047.3
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *            97.1
1     1     1     1     1     *           258.8
1     1     1     1     1     *             0.0
1     1     1     1     1     *           140.1
1     1     1     1     1     *          1249.5
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.6
1     1     1     1     1     *             7.2
1     1     1     1     1     *             0.0
1     1     1     1     1     *             7.8
1     1     1     1     1     *           235.2
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             2.7
1     1     1     1     1     *            13.5
1     1     1     1     1     *             0.0
1     1     1     1     1     *            12.4
1     1     1     1     1     *           188.2
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             3.0
1     1     1     1     1     *            12.1
1     1     1     1     1     *             0.0
1     1     1     1     1     *             4.6
1     1     1     1     1     *            55.6
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     1     *             0.0
1     1     1     1     2     1             1.9
1     1     1     1     2     2            22.6
1     1     1     1     2     3             0.0
1     1     1     1     2     4            20.7
1     1     1     1     2     5           693.2
1     1     1     1     2     6             0.0
1     1     1     1     2     7             0.0
1     1     1     1     2     8             0.0
1     1     1     1     2     9             0.0
1     1     1     1     2     *            31.1
1     1     1     1     2     *           174.6
1     1     1     1     2     *             0.0
1     1     1     1     2     *           121.1
1     1     1     1     2     *          1918.4
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *           125.0
1     1     1     1     2     *           521.2
1     1     1     1     2     *             0.0
1     1     1     1     2     *           171.7
1     1     1     1     2     *          1930.5
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             3.6
1     1     1     1     2     *            29.2
1     1     1     1     2     *             0.0
1     1     1     1     2     *            33.7
1     1     1     1     2     *           947.2
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *            40.5
1     1     1     1     2     *           141.1
1     1     1     1     2     *             0.0
1     1     1     1     2     *           139.2
1     1     1     1     2     *          1663.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *            90.3
1     1     1     1     2     *           242.5
1     1     1     1     2     *             0.0
1     1     1     1     2     *           113.6
1     1     1     1     2     *           959.9
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.6
1     1     1     1     2     *             6.7
1     1     1     1     2     *             0.0
1     1     1     1     2     *             6.4
1     1     1     1     2     *           197.4
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             2.5
1     1     1     1     2     *            13.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *            10.1
1     1     1     1     2     *           153.2
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             2.8
1     1     1     1     2     *            11.1
1     1     1     1     2     *             0.0
1     1     1     1     2     *             3.9
1     1     1     1     2     *            43.2
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     2     *             0.0
1     1     1     1     3     1             4.2
1     1     1     1     3     2            55.6
1     1     1     1     3     3             0.0
1     1     1     1     3     4            41.1
1     1     1     1     3     5          1443.0
1     1     1     1     3     6             0.0
1     1     1     1     3     7             0.0
1     1     1     1     3     8             0.0
1     1     1     1     3     9             0.0
1     1     1     1     3     *            34.9
1     1     1     1     3     *           231.4
1     1     1     1     3     *             0.0
1     1     1     1     3     *           121.2
1     1     1     1     3     *          2169.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *            99.9
1     1     1     1     3     *           474.7
1     1     1     1     3     *             0.0
1     1     1     1     3     *           121.2
1     1     1     1     3     *          1536.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             5.8
1     1     1     1     3     *            52.4
1     1     1     1     3     *             0.0
1     1     1     1     3     *            48.0
1     1     1     1     3     *          1415.1
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *            32.3
1     1     1     1     3     *           135.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *           100.2
1     1     1     1     3     *          1360.4
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *            51.4
1     1     1     1     3     *           159.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *            57.7
1     1     1     1     3     *           549.3
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             1.1
1     1     1     1     3     *            13.2
1     1     1     1     3     *             0.0
1     1     1     1     3     *            10.1
1     1     1     1     3     *           328.4
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             2.3
1     1     1     1     3     *            14.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             8.3
1     1     1     1     3     *           143.9
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             1.8
1     1     1     1     3     *             8.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             2.2
1     1     1     1     3     *            27.7
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     1     3     *             0.0
1     1     1     2     1     1             0.4
1     1     1     2     1     2             5.0
1     1     1     2     1     3             0.0
1     1     1     2     1     4            10.3
1     1     1     2     1     5           340.0
1     1     1     2     1     6             0.0
1     1     1     2     1     7             0.0
1     1     1     2     1     8             0.0
1     1     1     2     1     9             0.0
1     1     1     2     1     *             6.9
1     1     1     2     1     *            51.2
1     1     1     2     1     *             0.0
1     1     1     2     1     *            74.7
1     1     1     2     1     *          1449.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *            32.5
1     1     1     2     1     *           220.6
1     1     1     2     1     *             0.0
1     1     1     2     1     *           101.5
1     1     1     2     1     *          1670.7
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.6
1     1     1     2     1     *             6.8
1     1     1     2     1     *             0.0
1     1     1     2     1     *            16.6
1     1     1     2     1     *           469.3
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             8.5
1     1     1     2     1     *            42.9
1     1     1     2     1     *             0.0
1     1     1     2     1     *            83.7
1     1     1     2     1     *          1256.7
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *            22.3
1     1     1     2     1     *           105.2
1     1     1     2     1     *             0.0
1     1     1     2     1     *            66.2
1     1     1     2     1     *           830.8
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.1
1     1     1     2     1     *             1.3
1     1     1     2     1     *             0.0
1     1     1     2     1     *             2.5
1     1     1     2     1     *            78.6
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.5
1     1     1     2     1     *             3.4
1     1     1     2     1     *             0.0
1     1     1     2     1     *             4.7
1     1     1     2     1     *            89.9
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.6
1     1     1     2     1     *             3.9
1     1     1     2     1     *             0.0
1     1     1     2     1     *             1.8
1     1     1     2     1     *            29.1
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     1     *             0.0
1     1     1     2     2     1             0.3
1     1     1     2     2     2             3.5
1     1     1     2     2     3             0.0
1     1     1     2     2     4             6.2
1     1     1     2     2     5           204.5
1     1     1     2     2     6             0.0
1     1     1     2     2     7             0.0
1     1     1     2     2     8             0.0
1     1     1     2     2     9             0.0
